,pl_name,pl_orbper_yrs,st_mass_x,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_bmasse,pl_bmassj,st_teff,st_rad,ra,dec,sy_dist,spec_type,st_rad_m,st_lum,st_lum_sol,r_0,r_1,hab_zone
35,AU Mic b,0.02317100616016427,0.5,1,1,8.46321,0.066,57.2094,0.18,3700.0,0.75,311.29113689999997,-31.34245,9.7221,K,521775000.0,3.635758519153889e+25,0.09497801774174214,0.4233247064132813,0.29384290444469274,0
36,BD+03 2562 b,1.3193702943189596,1.14,1,1,481.9,1.3,2034.112,6.4,4095.0,32.35,177.56472680000002,2.7601075,1070.63,K,22505895000.0,1.0149153050140796e+29,265.1293900245767,22.366138069006077,15.525035207823544,0
37,BD+14 4559 b,0.7363175906913073,0.675,1,1,268.94,0.7785,398.8666,1.255,4936.0,0.905,318.4010002,14.6893834,49.352,K2 V,629608500.0,1.6767309076182318e+26,0.4380174784791619,0.9090918944761263,0.6310290862617419,1
38,BD+15 2375 b,0.41949349760438054,1.08,1,1,153.22,0.5760000000000001,337.21763,1.061,4649.0,8.95,176.4820239,14.6163182,768.045,K,6226514999.999999,1.2904757940438516e+28,33.7114888726189,7.975373519687102,5.5359559306426185,0
39,BD+15 2940 b,0.37639972621492124,1.1,1,1,137.48,0.539,352.78,1.11,4796.0,14.7,240.09564,15.546750699999999,426.42,K0,10226790000.0,3.9429110031229276e+28,103.00185483602215,13.94070020953457,9.676675557800273,0
40,BD+20 2457 b,1.0393702943189596,6.8149999999999995,1,2,379.63,1.25,12237.89985,38.505,4198.0,60.01,154.186782,19.8912626,1539.71,K2 II,41748957000.0,3.857292722435339e+29,1007.6522263415201,43.60310328105922,30.266276257450155,0
41,BD+20 2457 c,1.7029158110882958,2.8,1,2,621.99,2.01,3963.17,12.47,4137.0,49.0,154.186782,19.8912626,1539.71,K2 II,34089300000.0,2.4254920249631598e+29,633.6186063122152,34.57610163628442,24.000352389689752,0
42,BD+20 274 b,1.583025325119781,0.8,1,1,578.2,1.3,1334.886,4.2,4296.0,17.3,25.920317899999997,21.005269199999997,1322.51,K5 III,12035610000.0,3.5157250580285846e+28,91.84234738841653,13.163869032418724,9.137452767614104,0
43,BD+20 594 b,0.11413298288843259,1.1966666666666665,1,1,41.687072,0.24100000000000002,19.274050000000003,0.060645000000000004,5734.5,0.9825,53.6511231,20.599020499999998,179.46099999999998,G,683525250.0,3.600086649063766e+26,0.9404615070699494,1.3320869617697209,0.9246431778947091,0
44,BD+48 738 b,1.074880219028063,0.74,1,1,392.6,1.0,289.2253,0.91,4414.0,11.0,40.7102869,49.5869395,871.493,K0 III,7652700000.0,1.5840916071097567e+28,41.381703425019765,8.836214444409125,6.133492511316991,0
45,BD+48 740 b,2.00684462696783,1.09,1,1,733.0,1.7,540.311,1.7,4534.0,10.33,40.7425426,48.930057899999994,666.5889999999999,K,7186581000.0,1.5552217223093842e+28,40.627526706096766,8.755324709353749,6.077344419017297,0
46,BD+49 828 b,7.091033538672143,1.52,1,1,2590.0,4.2,508.5,1.6,4943.0,7.6,45.640618700000005,49.7299481,442.042,K0,5287320000.0,1.1892009124716425e+28,31.065854557775403,7.656031603927125,5.31429072987299,0
47,BD-06 1339 b,0.010603148528405201,0.7,1,2,3.8728,0.0428,8.5,0.027000000000000003,4324.0,0.9,88.2511811,-5.9963378,20.2695,K7/M0 V,626130000.0,9.765474883516861e+25,0.2551064494126662,0.6937816107537911,0.48157549149797346,0
48,BD-06 1339 c,0.34480492813141683,0.7,1,2,125.94,0.435,53.0,0.17,4324.0,0.9,88.2511811,-5.9963378,20.2695,K7/M0 V,626130000.0,9.765474883516861e+25,0.2551064494126662,0.6937816107537911,0.48157549149797346,0
49,BD-08 2823 b,0.015331964407939767,0.62,1,2,5.6,0.057999999999999996,13.5566,0.042499999999999996,4781.0,0.71,150.19719640000002,-9.5165689,41.3342,K3 V,493947000.0,9.083584897732275e+25,0.23729323139321512,0.6691211236393646,0.46445787693651763,0
50,BD-08 2823 c,0.6505133470225872,0.74,1,2,237.6,0.68,104.0,0.33,4746.0,0.9,150.19719640000002,-9.5165689,41.3342,K3 V,626130000.0,1.417299264552419e+26,0.37024536691546994,0.8358086886312278,0.5801609235340499,1
51,BD-10 3166 b,0.009548291124800367,1.1933333333333334,1,1,3.4875133333333337,0.043733333333333325,161.87656666666666,0.5093333333333333,5395.333333333333,0.91,164.6191243,-10.7704227,84.4069,K0 V,633087000.0,2.4200342772558286e+26,0.6321928623970294,1.0921614905790393,0.7581034124691033,0
52,BD-11 4672 b,4.5188227241615335,0.61,1,2,1650.5,2.32,187.51475,0.5900000000000001,4512.5,0.5800000000000001,278.3688659,-11.6370481,27.1665,K7 V,403506000.00000006,4.810502604751683e+25,0.12566621224534177,0.4869353764518116,0.33799705787495976,0
53,BD-11 4672 c,0.20314852840520192,0.65,1,2,74.2,0.3,15.37,0.04836,4550.0,0.64,278.3688659,-11.6370481,27.1665,K,445248000.0,6.054400440141225e+25,0.15816093103817203,0.5462754351198843,0.3791868465284053,0
54,BD-13 2130 b,1.9556468035592063,2.26,1,1,714.2999950000001,1.88,3238.6877,10.19,4545.0,19.17,114.28846920000001,-13.9066703,925.2139999999999,K,13336569000.000002,5.408108341975189e+28,141.27764738702163,16.326714269669726,11.332882461990524,0
55,BD-17 63 b,1.7949349486652975,0.525,1,1,655.5999899999999,1.34,1263.3577500000001,3.9749999999999996,4689.5,0.715,7.1413494,-16.2273254,34.4603,K5 V,497425500.0,8.52675631947085e+25,0.22274703028920714,0.6482880653228266,0.4499970002821303,0
56,CFBDSIR J145829+101343 b,27.481177275838466,0.02,1,1,10037.5,2.6,3337.1,10.5,580.5,0.5,224.62083330000002,10.228611099999998,,M,347850000.0,9.790717334445378e+21,2.5576586558112272e-05,0.006946776985552673,0.004821974940370036,0
57,CI Tau b,0.024610814510609175,0.9,1,1,8.9891,0.08460914858373306,3686.828,11.6,4000.0,0.9,68.4667685,22.841619199999997,157.998,K7,626130000.0,7.151392118931562e+25,0.18681797593865104,0.5937059432531046,0.41210984407144635,0
