,pl_name,pl_orbper_yrs,st_mass_x,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_bmasse,pl_bmassj,st_teff,st_rad,ra,dec,sy_dist,spec_type,st_rad_m,st_lum,st_lum_sol,r_0,r_1,hab_zone
238,HAT-P-11 b,0.013382083605538884,0.813846153846154,1,2,4.887806036923077,0.05276625,25.694674000000003,0.080844,4768.8553846153845,0.7469230769230768,297.7101763,48.08186350000002,37.76469999999999,K4,519634384.6153845,9.951166051954596e+25,0.2599573158817815,0.7003467010443747,0.48613252577851784,0
239,HAT-P-11 c,9.314168377823409,0.81,1,2,3402.0,4.13,619.0045,1.9475949999999997,4780.0,0.68,297.7101763,48.081863500000004,37.7647,K,473076000.00000006,8.325206587950174e+25,0.2174818857876221,0.6405803468194778,0.4446468320605406,0
240,HAT-P-12 b,0.0087956799491542,0.7275,1,1,3.2126221014285714,0.038205,66.21262285714286,0.20832857142857145,4641.2175,0.6971428571428572,209.38864519999996,43.49331,142.751,K4,485002285.71428573,7.777443338095175e+25,0.20317250099517176,0.6191480771998925,0.4297700241198475,0
241,HAT-P-13 b,0.007984240226850495,1.27,1,2,2.916243742857143,0.0430825,280.2693683333334,0.8818333333333332,5653.0,1.626666666666667,129.88237720000004,47.3519076,246.80999999999997,G4,1131672000.0000002,9.319201105327491e+26,2.4344830473687282,2.1432135311999025,1.48767147136014,0
242,HAT-P-13 c,1.2090417522245036,1.2866666666666668,1,2,441.60249999999996,1.2229999999999999,4664.004325,14.675,5653.0,1.6600000000000001,129.8823772,47.3519076,246.81,G4,1154862000.0,9.705048839885271e+26,2.535279216270969,2.1871318412654737,1.5181565424945687,0
243,HAT-P-14 b,0.012669866358658454,1.55125,2,1,4.6276686875,0.060475,775.2285514285714,2.439142857142857,6615.801428571429,1.5571428571428574,260.1161719,38.2421682,222.66299999999998,F5 V,1083304285.7142859,1.6019625874417108e+27,4.184855244100603,2.809973895031029,1.9504906711577155,0
244,HAT-P-15 b,0.0297426456764773,1.0075,1,1,10.863501333333334,0.09645000000000001,625.95964,1.9695,5568.0,1.0766666666666669,66.248142,39.460602,192.516,G5,749037000.0000001,3.842598854868435e+26,1.0038137029436873,1.3762224089011463,0.9552789706504526,0
245,HAT-P-16 b,0.00760018170568104,1.215,3,1,2.7759663679999997,0.041313333333333334,1335.8918179999998,4.203200000000001,6158.0,1.24,9.573034300000002,42.4630961,226.63699999999997,F8,862668000.0,7.625489298941213e+26,1.9920295974245592,1.9386970908924934,1.3457102205373526,0
246,HAT-P-17 b,0.028305330595482545,0.898,1,2,10.338522,0.0882,177.26687750000002,0.5577500000000001,5268.74,0.8474999999999999,324.5359781,30.488188200000003,92.3831,K,589605750.0,1.9088512726967045e+26,0.49865498241815687,0.9699785860485522,0.6732924411347817,0
247,HAT-P-17 c,10.190280629705681,0.88,1,2,3722.0,4.2749999999999995,804.0967999999999,2.53,5276.32,0.84,324.5359781,30.4881882,92.3831,K,584388000.0,1.8860303934051114e+26,0.492693415205097,0.9641629620391501,0.6692556348152074,0
248,HAT-P-18 b,0.015080118480492812,0.77,1,1,5.508013275,0.05592,61.6583925,0.194,4811.2,0.74,256.34637599999996,33.0123251,161.4,K2,514818000.0,1.011911868879018e+26,0.2643447933330768,0.7062320872105751,0.4902177561906701,0
249,HAT-P-19 b,0.010975441660962811,0.8366666666666666,1,1,4.008780066666667,0.04662,91.53286,0.288,4995.666666666667,0.8133333333333334,9.5165832,34.711402500000005,202.078,K1,565836000.0,1.4209426860907023e+26,0.37119714892651573,0.8368822970445924,0.5809061486759799,0
250,HAT-P-2 b,0.01541521660133159,1.3922222222222222,1,1,5.630407863636363,0.06805249999999999,2919.24738,9.184999999999999,6317.75,1.5574999999999999,245.1514324,41.047960100000005,127.77399999999996,F8 V,1083552750.0,1.332819885432207e+27,3.4817656359253055,2.5630780566317855,1.7791125560809309,0
251,HAT-P-20 b,0.007885706360027379,0.75,1,1,2.880254248,0.036050000000000006,2305.8889799999997,7.2552,4597.806,0.685,111.9164295,24.3361185,71.0374,K3,476554500.00000006,7.231848525771829e+25,0.1889197629511972,0.5970363330039363,0.41442157164720916,0
252,HAT-P-21 b,0.011292212639744465,1.0466666666666666,1,1,4.124480666666666,0.04945,1366.9687333333334,4.301,5588.0,1.1366666666666667,171.2749348,41.028020700000006,277.278,G3,790779000.0,4.3446765079381685e+26,1.1349729644561568,1.4633722778234466,1.0157724174494263,0
253,HAT-P-22 b,0.008794592459958932,0.966,2,1,3.212224896,0.0414825,703.7767283333333,2.2143333333333333,5304.4,1.0625,155.6814593,50.1287115,81.7647,G5,739181250.0,3.082254890597744e+26,0.8051867530297137,1.2325665453578192,0.8555629475963412,0
254,HAT-P-23 b,0.0033206937896417973,1.014,1,1,1.2128834066666665,0.023139999999999997,607.7038,1.9120000000000001,5904.857142857143,1.1480000000000001,306.1239076000001,16.7621462,364.81300000000005,G0 V,798663600.0000001,5.525695691411085e+26,1.443494172259949,1.6503253951643693,1.1455424170790125,0
255,HAT-P-24 b,0.009186156262833676,1.2259999999999998,2,1,3.3552435750000003,0.046503333333333334,226.165918,0.7116,6373.0,1.335,108.82511709999999,14.262606400000001,415.344,F8,928759500.0,1.0139202869296723e+27,2.648694584455779,2.2355171553364013,1.5517423006694995,0
256,HAT-P-25 b,0.010000891889117043,1.005,1,1,3.6528257625,0.04659666666666667,180.41896,0.5676666666666667,5532.25,0.9375,48.4354731,25.1973548,300.384,G5,652218750.0,2.8393265927974074e+26,0.7417258601874105,1.1829973605509803,0.8211554277565298,0
257,HAT-P-26 b,0.011593464111339264,0.9025,1,1,4.234512766666666,0.0479,19.969996666666667,0.06283333333333334,5073.3,0.84,213.1565508,4.0594175,141.83700000000002,K1,584388000.0,1.612079133308586e+26,0.4211283002373527,0.8913931223433591,0.6187438155704542,0
258,HAT-P-27 b,0.008321920396988364,0.925,2,1,3.0395814249999997,0.040093333333333335,200.86409333333336,0.632,5280.5,0.8724999999999999,222.7673221,5.9473626,199.173,G8,606998250.0,2.0412522030169597e+26,0.5332424772771577,1.0030542765249617,0.6962513112618027,0
259,HAT-P-28 b,0.008917768651608487,1.02,1,1,3.257215,0.043385,200.705355,0.6315,5680.0,1.1,13.0009159,34.728402,401.319,G3,765270000.0000001,4.343544952710431e+26,1.1346773648668838,1.4631817004145733,1.0156401317158124,0
260,HAT-P-29 b,0.0156695596440794,1.2366666666666666,2,1,5.72330666,0.06663,246.25253600000002,0.7747999999999999,6092.4,1.242,33.1310921,51.778775399999994,313.57599999999996,F8,864059400.0,7.329298960845785e+26,1.9146549009523994,1.9006726222291201,1.3193162488585446,0
261,HAT-P-3 b,0.007939018036960985,0.9412499999999999,2,1,2.899726338,0.03876,191.19156555555557,0.6015555555555555,5174.333333333333,0.8333333333333334,206.0940142,48.02856500000001,134.55400000000003,K,579750000.0,1.7168040388918566e+26,0.44848590357676504,0.9198911990389776,0.6385252209561179,0
262,HAT-P-30 b,0.007695002327173168,1.3175000000000001,2,1,2.8105995999999998,0.0419,238.11641,0.7492,6304.0,1.27,123.94984309999998,5.8368669,213.98500000000004,F,883539000.0,8.784921138012657e+26,2.2949114780597326,2.0808704084388525,1.4443971620965212,0
263,HAT-P-31 b,0.013703998904859684,1.224,1,1,5.005385599999999,0.057999999999999996,700.41063,2.20375,6078.75,1.395,271.53767220000003,26.426606099999997,344.05,F,970501500.0,9.163706119294826e+26,2.3938626225953046,2.1252580853687166,1.4752080354356512,0
264,HAT-P-32 b,0.0058864022685049385,1.1433333333333333,2,1,2.1500084285714287,0.03421,252.67288333333332,0.795,5679.666666666667,1.24,31.0427614,46.687851200000004,289.205,G,862668000.0,5.5182372749254456e+26,1.4415457875980788,1.6492112394866842,1.1447690468141196,0
265,HAT-P-33 b,0.009512587725302302,1.49,2,1,3.474472666666666,0.049925,237.73422499999998,0.748,6446.0,1.6899999999999997,113.18423829999999,33.835021399999995,396.11,F,1175732999.9999998,1.7005923507589014e+27,4.442508753288666,2.8951842751951222,2.009637858215135,0
266,HAT-P-34 b,0.014928545516769335,1.8549999999999998,1,1,5.45265125,0.06772,1398.282025,4.3995,6468.8,1.562,303.1954355,18.104777600000002,249.32500000000002,F,1086683400.0,1.4734064354367344e+27,3.8490241260102778,2.694867282765054,1.8705915753652707,0
267,HAT-P-35 b,0.009984105817932921,6.804999999999999,3,1,3.6466946499999997,0.04979,1020.2296933333332,3.2099999999999995,6116.5,2.015,123.250703,4.7870288,506.965,F,1401835500.0,1.9598716401275727e+27,5.1198318707616846,3.1080637273892266,2.1574041368698977,0
268,HAT-P-36 b,0.0036340790600045626,0.9883333333333334,1,1,1.3273473766666666,0.023923999999999997,574.0604533333333,1.8062000000000002,5580.0,1.0650000000000002,188.2662048,44.9153672,294.41900000000004,G5 V,740920500.0000001,3.792290679496131e+26,0.9906715463678502,1.367183819725962,0.9490050035158115,0
269,HAT-P-37 b,0.0076589724845995905,0.93,1,1,2.7974397000000004,0.037913333333333334,377.0472333333333,1.1863333333333332,5500.0,0.8833333333333333,284.2960393,51.26912120000001,390.594,G,614535000.0,2.462439696807611e+26,0.6432705582047051,1.1016887193524767,0.7647165596152158,0
270,HAT-P-38 b,0.012704625416381472,0.8866666666666667,1,1,4.640364433333333,0.052305000000000004,84.858805,0.267,5283.666666666667,0.9500000000000001,35.3834942,32.2460441,255.206,G,660915000.0,2.4257970465109898e+26,0.6336982880122752,1.0934610862728367,0.75900550244279,0
271,HAT-P-39 b,0.009702587268993838,1.4,2,1,3.5438699999999996,0.050925,185.608635,0.584,6430.0,1.62,113.75825259999998,17.8300283,697.0039999999999,F,1127034000.0,1.5471753166635487e+27,4.0417328021513805,2.761505195985594,1.9168470328668237,0
272,HAT-P-4 b,0.008368231465727976,1.16,2,1,3.056496542857143,0.044523999999999994,207.06457875,0.6515,5869.4,1.5999999999999999,229.99122000000006,36.229545,320.45099999999996,G1 V,1113120000.0,1.0478048480872727e+27,2.7372122468319557,2.2725649405719732,1.5774583258670363,0
273,HAT-P-40 b,0.012203263518138262,1.3499999999999999,1,1,4.457242,0.06078,177.55821,0.5586666666666666,6080.0,2.12,335.51291989999993,45.45734229999999,464.469,F,1474884000.0,2.1181252932573643e+27,5.533242667861453,3.2311113421544246,2.242815330593844,0
274,HAT-P-41 b,0.007375900752908967,1.6199999999999999,2,1,2.69404775,0.04259,284.85238749999996,0.89625,6407.8,1.656,297.3226523,4.672412400000001,348.185,F,1152079200.0,1.5944909722526956e+27,4.16533691811049,2.8034133231804814,1.945936773267567,0
275,HAT-P-42 b,0.012708732922655716,1.14,1,1,4.6418647,0.0575,305.7457,0.962,5781.666666666667,1.49,135.3443583,6.0970828,405.23800000000006,G,1036593000.0,8.555597443282946e+26,2.23500455676148,2.053531039390114,1.4254200518894837,0
276,HAT-P-43 b,0.009124396075747205,1.0366666666666668,1,1,3.332685666666667,0.044375,221.20544999999998,0.696,5656.783333333333,1.1033333333333333,128.9256885,10.2065866,528.825,G,767589000.0,4.2988992217027366e+26,1.1230144257321673,1.4556425189210713,1.010406950298275,0
277,HAT-P-44 b,0.011776054209445585,0.8999999999999999,1,2,4.3012038,0.0507,111.87100000000001,0.35200000000000004,5205.08,0.99,213.14386040000002,47.0147826,347.85,G,688743000.0,2.4811077875748615e+26,0.6481472799307371,1.105856860581753,0.7676097966656195,0
278,HAT-P-44 c,2.3879534565366187,0.94,1,2,872.2,1.7519999999999998,1271.3,4.0,5295.0,0.95,213.14386040000002,47.0147826,347.85,G,660915000.0,2.4466772045427107e+26,0.6391528747499244,1.0981570107607002,0.7622650903422488,0
279,HAT-P-45 b,0.008566713483915125,1.17,1,1,3.1289920999999996,0.045204999999999995,278.41290000000004,0.876,6081.666666666667,1.3633333333333333,274.3732697,-3.3810594,298.64,F,948471000.0,8.76920385006549e+26,2.290805603465384,2.0790081104987523,1.4431044829134494,0
280,HAT-P-46 b,0.01221939151266256,1.52,1,1,4.46313275,0.0577,156.684,0.493,6853.5,1.4,270.44418310000003,-2.97098,290.736,F,973979999.9999999,1.4913217340117945e+27,3.895824801493716,2.7112013634193626,1.8819295710649833,0
281,HAT-P-49 b,0.007369058635637693,1.7666666666666668,1,1,2.6915486666666673,0.043789999999999996,603.8693666666667,1.9000000000000001,6820.0,1.906666666666667,305.4413294,26.692675899999998,350.35099999999994,F,1326468000.0000002,2.7123932450245256e+27,7.0856667842855945,3.6563892861482366,2.538014038267214,0
282,HAT-P-5 b,0.007634452457221083,1.1,1,1,2.7884837600000005,0.04079000000000001,327.36245,1.03,5960.0,1.145,274.4055335,36.621461700000005,303.336,G,796576500.0,5.705078436027592e+26,1.490354868345766,1.676899018317299,1.163987999135951,0
283,HAT-P-50 b,0.0085476,1.27,1,1,3.1220109000000003,0.045285,430.50073499999996,1.3545,6280.0,1.7,118.0634379,12.1393474,515.4580000000001,F,1182690000.0,1.550251017502799e+27,4.049767548335421,2.7642486946575353,1.9187513810087824,0
284,HAT-P-51 b,0.011548330732375085,0.98,1,1,4.2180278,0.05068,98.5273,0.31,5449.0,1.04,21.065125100000003,32.8107,440.089,G,723528000.0,3.288512655802152e+26,0.8590680919023387,1.2731391095510982,0.8837256319913379,0
285,HAT-P-52 b,0.007538934154688568,0.8733333333333334,1,1,2.7535956999999995,0.03695,259.826025,0.8175,5098.026666666667,0.88,42.721741200000004,29.022249199999994,361.155,K,612216000.0,1.8040117546914234e+26,0.47126743852962993,0.9429654533875144,0.6545417817968884,0
286,HAT-P-53 b,0.0053706340862423,1.09,1,1,1.9616241,0.031595,470.54731499999997,1.4805,5956.0,1.21,21.8711012,38.9681137,666.802,G,841797000.0,6.354115492633884e+26,1.6599047786399905,1.7697163074218136,1.2284153793477892,0
287,HAT-P-54 b,0.010403414099931554,0.65,1,1,3.799847,0.041194999999999996,410.0007,1.29,4390.0,0.62,99.8979924,25.4824005,143.651,K,431334000.0,4.923875545890368e+25,0.12862788782367732,0.49263995774724006,0.3419567859775125,0
288,HAT-P-55 b,0.009815870499657769,1.01,1,1,3.5852467000000003,0.04604,184.65923,0.581,5808.0,1.01,264.2735096,25.731146799999998,511.38800000000003,G,702657000.0,4.003269112042847e+26,1.045786079426031,1.4046997123712623,0.9750459566912875,0
289,HAT-P-56 b,0.007640998802190282,1.3875,1,1,2.7908748125000002,0.04310666666666666,676.9779,2.1300000000000003,6664.428571428572,1.6185714285714283,100.84801370000001,27.25218230000001,320.63900000000007,F,1126040142.8571427,1.7823008633712802e+27,4.655958368263533,2.96392090142959,2.0573500979887016,0
290,HAT-P-57 b,0.006749616700889802,2.12,3,1,2.4652975,0.0406,518.0629,1.63,6915.0,1.675,274.743418,10.5971968,279.86,A8 V,1165297500.0,2.2124016204353197e+27,5.779523564355589,3.3022358247375907,2.292185056061651,0
291,HAT-P-6 b,0.010548914989733059,1.3733333333333333,1,1,3.8529911999999995,0.052387500000000004,355.5434416666667,1.1186666666666667,6570.0,1.504,354.77409170000004,42.4659866,275.358,F,1046332800.0,1.4535258442955253e+27,3.797089457407328,2.676624689970042,1.8579288217620002,0
292,HAT-P-65 b,0.007133347570157427,1.21,1,1,2.6054552,0.03951,167.49641,0.527,5835.0,1.86,315.9054895,11.9893675,738.5189999999999,G2,1294002000.0,1.383104318468437e+27,3.6131251788621657,2.6109801451960255,1.8123628923344959,0
293,HAT-P-66 b,0.008137127994524299,1.25,1,1,2.972086,0.04363,248.86088999999998,0.7829999999999999,6002.0,1.88,150.57262619999997,53.95082370000001,935.456,G0,1307916000.0,1.58184989582648e+27,4.132314252420271,2.7922785219582216,1.9382077598601406,0
294,HAT-P-67 b,0.013169342915811089,1.64,2,1,4.8101025,0.06505,108.0622,0.34,6406.0,2.55,256.61072790000003,44.7768849,371.686,F,1774034999.9999998,3.776536665716446e+27,9.865560777733663,4.314425294099482,2.994777390077852,0
295,HAT-P-68 b,0.0062926913347022585,0.68,1,1,2.29840551,0.029960000000000004,230.10892,0.7240000000000001,4508.0,0.67,118.48315009999999,23.9382192,202.15200000000002,K,466119000.0,6.393679204550217e+25,0.16702401265805164,0.5613730012430467,0.38966653886024094,0
296,HAT-P-69 b,0.013105707186858313,1.65,1,1,4.786859549999999,0.06555,1137.8314,3.58,7531.3,1.92,130.5056385,3.7105662000000006,341.26300000000003,A,1335744000.0,4.090231178516243e+27,10.685034426635953,4.490038119482668,3.1166757387604727,0
297,HAT-P-7 b,0.006036236449920147,1.47375,2,1,2.2047353633333335,0.03718545454545455,562.43389375,1.769625,6400.355624999999,2.011875,292.24719,47.96954289999999,341.07899999999995,F,1399661437.5,2.3425238291423272e+27,6.119445739661252,3.3979588045025944,2.3586293669419827,0
298,HAT-P-70 b,0.007513546228610541,1.89,1,1,2.74432276,0.047389999999999995,2154.8874,6.78,8590.0,1.915,74.5523332,9.9979794,330.73900000000003,A,1332265500.0,6.886139545404903e+27,17.98887028580173,5.8259132065446995,4.043948372771088,0
299,HAT-P-8 b,0.008422587748117728,1.255,3,1,3.0763501750000004,0.04618666666666666,443.55922799999996,1.3956,6200.0,1.5766666666666669,343.0414932,35.4471778,211.55299999999997,F,1096887000.0000002,1.266811908918122e+27,3.3093310055332337,2.498803866884523,1.7344978328908167,0
300,HAT-P-9 b,0.010740160832306639,1.28,1,1,3.922843744,0.0529175,237.608228,0.7476,6350.0,1.33,110.16851570000001,37.1405946,455.2030000000001,F,925281000.0,9.918906363756154e+26,2.591145863050197,2.2110980210260416,1.534792216629812,0
301,HATS-1 b,0.009435890485968513,0.99,1,1,3.4464589999999995,0.04443,572.87625,1.8025,5870.0,1.04,175.5252399,-23.3548451,283.971,G,723528000.0,4.4287859527982416e+26,1.1569451287351729,1.4774692339389592,1.0255575551133915,0
302,HATS-10 b,0.009070078028747434,1.1,1,1,3.312846,0.04492,176.55456500000003,0.5555,5880.0,1.1,294.30683849999997,-22.2044872,534.889,G,765270000.0000001,4.9883886450716644e+26,1.303131829956025,1.5680367667257744,1.0884233091770972,0
303,HATS-11 b,0.009908759315537303,1.1300000000000001,1,1,3.61917434,0.048420000000000005,266.97720000000004,0.84,6164.666666666667,1.3679999999999999,289.4007603,-22.3900092,944.6030000000001,G0,951717599.9999999,9.32129379150935e+26,2.435029726099621,2.1434541538418603,1.4878384950535766,0
304,HATS-12 b,0.008604514598611519,1.2866666666666666,1,1,3.1427989571428574,0.046024999999999996,758.02455,2.385,6308.75,1.3333333333333333,289.20240199999995,-19.355922699999997,746.138,F,927600000.0,9.712171698219745e+26,2.5371399420636744,2.187934298478764,1.5187135531170852,0
305,HATS-13 b,0.008334154414784394,0.96,1,1,3.0440499,0.040580000000000005,180.36852499999998,0.5675,5523.0,0.89,316.9614798,-26.0967205,421.855,G,619173000.0,2.541825858480418e+26,0.6640088449530872,1.1193064268867465,0.7769455608360257,0
306,HATS-14 b,0.007574987177732147,0.9700000000000001,1,1,2.7667640666666666,0.03815,340.07809999999995,1.07,5366.666666666667,0.93,313.21547539999995,-25.687375600000006,513.011,G,647001000.0,2.474286523587715e+26,0.6463653405401555,1.1043356583494803,0.7665538826700344,0
307,HATS-15 b,0.004784360109514031,0.87,1,1,1.74748753,0.02712,689.6911,2.17,5311.0,0.92,311.0920041,-19.4375266,1139.55,G9 V,640044000.0,2.322450507405667e+26,0.6067007595103624,1.0699151434438599,0.7426615278910174,0
308,HATS-16 b,0.007355241615331964,0.97,1,1,2.686502,0.03744,1039.3041,3.27,5738.0,1.24,358.5588439,-30.0130385,757.044,G3 V,862668000.0,5.748455229726139e+26,1.5016863191552086,1.683261837475202,1.1684046307038454,0
309,HATS-17 b,0.044502699520876106,1.13,1,1,16.254610999999997,0.1308,425.25654000000003,1.338,5846.0,1.09,192.1895676,-47.6136789,400.33099999999996,G V,758313000.0,4.785792307884168e+26,1.2502069769812352,1.535864931770968,1.0660918334063292,0
310,HATS-18 b,0.002293885557837098,1.04,1,1,0.8378417,0.017505,629.223945,1.9797500000000001,5600.0,1.02,173.95742030000002,-29.156063899999996,624.368,G V,709614000.0,3.528726987387238e+26,0.9218200071544508,1.3188188019462295,0.9154333336307062,0
311,HATS-2 b,0.003707414099931554,0.88,1,1,1.354133,0.02299,456.87145,1.4375,5227.0,0.9,176.7388264,-22.5630097,341.925,K,626130000.0,2.0852619881625026e+26,0.5447392863538408,1.013809634128878,0.7037169409989689,0
312,HATS-22 b,0.01293035564681725,0.76,1,1,4.7228124000000005,0.05025,870.8542,2.74,4803.0,0.69,174.00986930000002,-29.5433642,229.518,K V,480032999.99999994,8.73804215184976e+25,0.2282665138936719,0.6562709315888047,0.4555381571620656,0
313,HATS-23 b,0.005915169336071184,1.12,1,1,2.1605156,0.03397,467.2101,1.47,5780.0,1.2,286.36675,-50.06734960000001,639.004,G V,834840000.0,5.5429307541272894e+26,1.447996539740671,1.6528971362147515,1.1473275428897092,0
314,HATS-24 b,0.0036919832991101987,1.1666666666666667,1,1,1.3484969,0.02501,746.9005,2.3499999999999996,6272.333333333333,1.16,268.89070689999994,-61.7474,494.18199999999996,F V,807012000.0,7.182871657212845e+26,1.8764032542353304,1.8815906830544276,1.3060708787098565,0
315,HATS-25 b,0.011769043668720055,0.99,1,1,4.2986432,0.051629999999999995,194.82979,0.613,5715.0,1.11,207.9076746,-23.7812403,471.158,G,772227000.0000001,4.532903816296771e+26,1.18414415263761,1.4947355118079055,1.0375426180239582,0
316,HATS-26 b,0.009041445859000683,1.3,1,1,3.3023881,0.04735,206.5895,0.65,6071.0,2.04,144.92685930000002,-28.585600399999997,861.8430000000001,F,1419228000.0,1.9496958788641617e+27,5.093249422320172,3.099984608093308,2.151796167754695,0
317,HATS-27 b,0.012695518138261464,1.42,1,1,4.6370379999999995,0.0611,168.4499,0.53,6438.0,1.74,193.5524603,-46.5877159,816.988,F,1210518000.0,1.7937751090594796e+27,4.685932886780249,2.973446284237493,2.063961963792464,0
318,HATS-28 b,0.008709317180013689,0.93,1,1,3.1810781,0.04131,213.58176,0.672,5498.0,0.92,284.39976160000003,-49.1385126,535.383,G,640044000.0,2.667228383491057e+26,0.6967681252588969,1.146584859533356,0.7958803731825399,0
319,HATS-29 b,0.01261019822039699,1.03,1,1,4.605874900000001,0.05475,207.54299,0.653,5670.0,1.07,285.0965172,-54.8933408,353.89099999999996,G,744399000.0,4.080988756970962e+26,1.0660890169725605,1.41826961867939,0.9844652526175917,0
320,HATS-3 b,0.009713485968514715,1.0175,1,1,3.54785075,0.04850666666666667,301.29935750000004,0.9480000000000001,6351.0,1.2999999999999998,312.4574879,-24.428693799999998,411.211,F,904409999.9999999,9.482454400491842e+26,2.4771301986655803,2.1619043835285505,1.500645375910457,0
321,HATS-30 b,0.008690901026694045,1.09,2,1,3.1743516,0.043539999999999995,224.38797999999997,0.706,5943.0,1.06,5.618525,-59.9425892,342.14,G,737442000.0,4.8339289071227164e+26,1.262781846165809,1.5435696475755867,1.0714399173609184,0
322,HATS-31 b,0.009248350444900752,1.27,1,1,3.37796,0.0478,279.6904,0.88,6050.0,1.87,191.7028214,-24.4273897,773.9739999999999,F,1300959000.0,1.6157356930713858e+27,4.220835143864644,2.822027621070395,1.958857538990206,0
323,HATS-32 b,0.0077006291581108825,1.1,1,1,2.8126548,0.04024,292.4036,0.92,5700.0,1.1,346.0750861,-21.2720168,745.1160000000001,G,765270000.0000001,4.4050455176595674e+26,1.1507433431712557,1.4735039379112989,1.022805119254821,0
324,HATS-33 b,0.006980313620807667,1.06,1,1,2.54955955,0.037290000000000004,378.85336,1.192,5659.0,1.02,294.63369439999997,-55.330269200000004,248.46,G,709614000.0,3.679804334440876e+26,0.9612863987567596,1.3467545886992793,0.934824435999888,0
325,HATS-34 b,0.005766353730321698,0.95,1,1,2.1061607,0.03166,299.07802999999996,0.941,5380.0,0.98,0.7744866,-62.4693167,508.842,G,681786000.0,2.7748969617391e+26,0.7248947130979885,1.1694981290150872,0.8117851893976904,0
326,HATS-35 b,0.004985624366872006,1.32,1,1,1.8209993000000002,0.03199,388.38826,1.222,6300.0,1.43,296.688442,-63.5656488,514.555,F,994851000.0,1.1109637286935458e+27,2.9022040979455217,2.3400548687106584,1.6243051935423516,0
327,HATS-36 b,0.01143110657084189,1.1600000000000001,1,1,4.175211675,0.053275,1022.14128,3.216,6049.5,1.125,291.4787013,-23.2028183,856.436,G0 V,782662500.0,5.8458622357563115e+26,1.527132245495379,1.6974632824524658,1.1782622973512458,0
328,HATS-37 A b,0.011859100889801506,0.84,2,1,4.3315366,0.04913,31.46517,0.099,5326.0,0.88,199.80183,-22.9868431,211.896,G,612216000.0,2.1489959651086202e+26,0.5613887056187618,1.0291860730040938,0.7143902076206874,0
329,HATS-38 b,0.011978154688569474,0.89,1,1,4.375021,0.05036,23.51942,0.07400000000000001,5732.0,1.1,154.2710615,-25.2762982,343.525,G,765270000.0000001,4.5048019733665724e+26,1.1768030233454996,1.49009498452818,1.034321483057415,0
330,HATS-39 b,0.0125328810403833,1.38,1,1,4.5776348,0.060070000000000005,200.2329,0.63,6572.0,1.62,112.41922509999999,-29.9379163,878.5210000000001,F,1127034000.0,1.6884408679006752e+27,4.410765067661116,2.88482204665557,2.0024451116438797,0
331,HATS-4 b,0.006890428473648187,1.0,1,1,2.516729,0.036215,418.25523499999997,1.3160000000000003,5403.0,0.93,94.11209140000001,-22.546882399999998,416.459,G,647001000.0,2.541975583076709e+26,0.6640479579615227,1.1193393924092456,0.7769684432351177,0
332,HATS-40 b,0.008937094045174539,1.56,1,1,3.2642736,0.04997,505.3497,1.59,6460.0,2.26,100.5712467,-29.77678,1342.29,F,1572281999.9999998,3.067697678197798e+27,8.01383928473824,3.8885024727571134,2.6991310528892676,0
333,HATS-41 b,0.01148158521560575,1.5,1,1,4.193649,0.0583,3082.9509999999996,9.7,6424.0,1.71,103.51735579999999,-27.0504156,737.668,F,1189647000.0,1.7174336079596742e+27,4.486503678055575,2.9094847102794925,2.0195642369885762,0
334,HATS-42 b,0.006275433264887063,1.27,1,1,2.292102,0.03689,597.5204,1.88,6060.0,1.48,108.4523991,-33.4373462,800.377,F,1029636000.0,1.0187779455662293e+27,2.6613843928062417,2.24086590103622,1.5554550321679452,0
335,HATS-43 b,0.012016015605749488,0.84,1,1,4.388849700000001,0.04944,82.95363,0.261,5099.0,0.81,80.5382418,-30.9708179,362.273,K,563517000.0,1.5295923151410105e+26,0.3995800196293131,0.8682882962117632,0.6027060338999233,0
336,HATS-44 b,0.007512389869952088,0.86,1,1,2.7439004000000002,0.036489999999999995,177.9848,0.56,5080.0,0.85,84.3267559,-27.9725758,446.035,K,591345000.0,1.6594275954912896e+26,0.43349728199876947,0.9043889649911028,0.6277646359749006,0
337,HATS-45 b,0.011465090759753592,1.27,1,1,4.1876244,0.05511,222.481,0.7,6450.0,1.31,101.99424549999999,-21.910711199999998,772.11,F,911367000.0,1.024346899414218e+27,2.6759323391176015,2.2469821854503707,1.5597005362678384,0
338,HATS-46 b,0.012983909377138947,0.92,1,1,4.7423729,0.05367,54.984590000000004,0.17300000000000001,5495.0,0.85,6.7026401,-56.31610210000001,453.80800000000005,G,591345000.0,2.2718217120509158e+26,0.5934748464082852,1.0581889534235878,0.7345220130424245,0
339,HATS-47 b,0.01073969993155373,0.67,1,1,3.9226754,0.04269,117.27927,0.369,4478.0,0.6799999999999999,287.4844021,-49.6649424,300.67,K,473075999.99999994,6.412387956160921e+25,0.16751274702614735,0.5621937271455343,0.39023623035068866,0
340,HATS-48 A b,0.00857443613963039,0.73,2,1,3.1318128,0.037689999999999994,77.23269,0.243,4448.5,0.745,288.67200479999997,-59.579350500000004,263.60900000000004,K,518296500.0,7.4960509970204606e+25,0.19582160389290648,0.6078443257333563,0.42192373706944036,0
